CHEMONTID:0000000	Organic compounds
CHEMONTID:0004178	1-(1Z-alkenyl),3-acylglycerophosphoethanolamines
CHEMONTID:0004179	Long-chain (3R)-3-hydroxyacyl CoAs
CHEMONTID:0004180	Very-long-chain (3R)-3-hydroxyacyl CoAs
CHEMONTID:0004181	3-sulfated flavonoids
CHEMONTID:0004182	Flavonoid 3-phosphates
CHEMONTID:0004183	Long-chain alkyl amine oxides
CHEMONTID:0004184	Trialkyl amine oxides
CHEMONTID:0004185	Trialkylarsane oxides
CHEMONTID:0004186	Trialkylphosphanes
CHEMONTID:0004187	Phorbines
CHEMONTID:0004188	Phthalocyanines
CHEMONTID:0004189	Coumarans
CHEMONTID:0004190	1-phenylcoumarans
CHEMONTID:0004191	Isocoumarans
CHEMONTID:0004192	14-alpha-methylsteroids
CHEMONTID:0004193	Thienothiophenes
CHEMONTID:0004194	Pyrrolo[1,2-a]benzimidazoles
CHEMONTID:0004195	Allyl sulfur compounds
CHEMONTID:0004196	3-alkylindoles
CHEMONTID:0004197	N-alkylindoles
CHEMONTID:0004198	Dithiazinanes
CHEMONTID:0004199	1,3,5-dithiazinanes
CHEMONTID:0004200	Hydroxyanilides
CHEMONTID:0004201	Triazolobenzothiazoles
CHEMONTID:0004202	1-sulfamoyl-1,2,3-triazoles
CHEMONTID:0004203	Phenyl-beta-methoxyacrylates
CHEMONTID:0004204	Phenylbenzamines
CHEMONTID:0004205	Furancarboxamides
CHEMONTID:0004206	Pyrazole-4-carboxamides
CHEMONTID:0004207	Pyrazole-5-carboxamides
CHEMONTID:0004208	Xylenes
CHEMONTID:0004209	m-Xylenes
CHEMONTID:0004210	o-Xylenes
CHEMONTID:0004211	p-Xylenes
CHEMONTID:0004212	Xylenols
CHEMONTID:0004213	m-Xylenols
CHEMONTID:0004214	o-Xylenols
CHEMONTID:0004215	p-Xylenols
CHEMONTID:0004216	Anilinopyrimidines
CHEMONTID:0004217	1,4-oxathiin carboxamides
CHEMONTID:0004218	Allylamines
CHEMONTID:0004219	Toluamides
CHEMONTID:0004220	m-Toluamides
CHEMONTID:0004221	o-Toluamides
CHEMONTID:0004222	p-Toluamides
CHEMONTID:0004223	N,N-dialkyl-m-toluamides
CHEMONTID:0004224	N,N-dialkyl-p-toluamides
CHEMONTID:0004225	Tetraalkylammonium salts
CHEMONTID:0004226	1,2,4-triazolo[4,3-a][1,4]benzodiazepines
CHEMONTID:0004227	1-(1Z-alkenyl),3-acyl-glycerophosphates
CHEMONTID:0004228	1-(1Z-alkenyl),3-acyl-glycerol-2-phosphocholines
CHEMONTID:0004229	Pyrrolo[1,2-c][1,3]benzodiazepines
CHEMONTID:0004230	Pyrrolo[2,1-c][1,4]benzodiazepines
CHEMONTID:0004231	C2-aryl pyrrolo[2,1-c][1,4]benzodiazepines
CHEMONTID:0004232	5'-O-tritylated nucleosides and derivatives
CHEMONTID:0004233	Benzenesulfonyl compounds
CHEMONTID:0004234	Benzenesulfonyl chlorides
CHEMONTID:0004235	Azetidino[1,2-d][1,4]benzodiazepines
CHEMONTID:0004236	6-Thiathiophenes
CHEMONTID:0004237	Tertiary arsines
CHEMONTID:0004238	Tetraorganoarsonium salts
CHEMONTID:0004239	Pentaorganoarsanes
CHEMONTID:0004240	Sulfur-containing organoarsenic compounds
CHEMONTID:0004241	Organoarsenic sulfides
CHEMONTID:0004242	Thiodiarsines
CHEMONTID:0004243	Organotetrahaloarsoranes
CHEMONTID:0004244	Diorganotrihaloarsoranes
CHEMONTID:0004245	Triorganodihaloarsoranes
CHEMONTID:0004246	Arsonous acid esters
CHEMONTID:0004247	Organoarsinous acid esters
CHEMONTID:0004248	Organoarsinous acids
CHEMONTID:0004249	Tetraorganostibonium salts
CHEMONTID:0004250	1-phosphatidyl-1D-myo-inositol-4,5-bisphosphates
CHEMONTID:0004251	1-phosphatidyl-1D-myo-inositols
CHEMONTID:0004252	N-acetyl-2-arylethylamines
CHEMONTID:0004253	2-arylethylamines
CHEMONTID:0004254	Phosphatidylinositol-3,4,5-trisphosphates
CHEMONTID:0004255	Pyrroline 2-carboxylic acids
CHEMONTID:0004256	Very long-chain 2-enoyl CoAs
CHEMONTID:0004257	Very long-chain 3-enoyl CoAs
CHEMONTID:0004258	Arylsulfates
CHEMONTID:0004259	Pyridoxamine 5'-phosphates
CHEMONTID:0004260	S-prenyl-L-cysteines
CHEMONTID:0004261	N-acylneuraminate-9-phosphates
CHEMONTID:0004262	1-alkyl,2-acetylglycero-3-phosphocholines
CHEMONTID:0004263	1-phosphatidyl-1D-myo-inositol-3-phosphates
CHEMONTID:0004264	1-phosphatidyl-1D-myo-inositol-3,4,5-trisphosphates
CHEMONTID:0004265	1-phosphatidyl-1D-myo-inositol-3,4-bisphosphates
CHEMONTID:0004266	1-phosphatidyl-1D-myo-inositol-3,5-bisphosphates
CHEMONTID:0004267	N-acyl-L-glutamines
CHEMONTID:0004268	3-Acylpyruvic acids
CHEMONTID:0004269	6,7-dihydropteridines
CHEMONTID:0004270	5,6,7,8-tetrahydropteridines
CHEMONTID:0004271	N-acylserotonins
CHEMONTID:0004272	N-acyldopamines
CHEMONTID:0004273	Long-chain N-acylserotonins
CHEMONTID:0004274	1-O-alkylglycerols
CHEMONTID:0004275	1-O-alkyl-sn-glycerols
CHEMONTID:0004276	Polyprenyl monophosphates
CHEMONTID:0004277	Polyprenyl diphosphates
CHEMONTID:0004278	N-acyl-aliphatic L-alpha-amino-acids
CHEMONTID:0004279	N-acyl-aromatic L-alpha-amino-acids
CHEMONTID:0004280	Oxygen-containing organoarsenic compounds
CHEMONTID:0004281	Monohaloarsines
CHEMONTID:0004282	Dihaloarsines
CHEMONTID:0004283	Triorganodialkoxyarsoranes
CHEMONTID:0004284	Tetraorganoalkoxyarsoranes
CHEMONTID:0004285	Organotin selenides
CHEMONTID:0004286	Organotin sulfides
CHEMONTID:0004287	Organotin tellurides
CHEMONTID:0004288	Organolead sulfides
CHEMONTID:0004289	Tetraorganolead compounds
CHEMONTID:0004290	Primary stibines
CHEMONTID:0004291	Secondary stibines
CHEMONTID:0004292	1,2,4-benzothiadiazine-1,1-dioxides
CHEMONTID:0004293	1-benzothiophenes
CHEMONTID:0004294	2-benzothiophenes
CHEMONTID:0004295	2-azidobenzoic acids
CHEMONTID:0004296	Phenylketones
CHEMONTID:0004297	Aryl-phenylketones
CHEMONTID:0004298	Alkyl-phenylketones
CHEMONTID:0004299	Glucosylceramides
CHEMONTID:0004300	D-glucosyl-N-acylsphingosines
CHEMONTID:0004301	3-hydroxy-3-alkylglutaryl CoAs
CHEMONTID:0004302	(S)-3-hydroxy-3-alkylglutaryl CoAs
CHEMONTID:0004303	4-Hydrocarbylideneazlactones
CHEMONTID:0004304	D-glucosyl-N-acylsphinganines
CHEMONTID:0004305	Glycosyl-N-acylsphingosines
CHEMONTID:0004306	Metallobisdithiocarbamates
CHEMONTID:0004307	1-phosphatidyl-1d-myo-inositol-4-phosphates
CHEMONTID:0004308	Benzenesulfonyl halides
CHEMONTID:0004309	Benzenesulfonate esters
CHEMONTID:0004310	Valine and derivatives
CHEMONTID:0004311	Histidine and derivatives
CHEMONTID:0004312	Asparagine and derivatives
CHEMONTID:0004313	Cysteine and derivatives
CHEMONTID:0004314	Alanine and derivatives
CHEMONTID:0004315	Glutamine and derivatives
CHEMONTID:0004316	Serine and derivatives
CHEMONTID:0004317	Aspartic acid and derivatives
CHEMONTID:0004318	Glycine and derivatives
CHEMONTID:0004319	Tyrosine and derivatives
CHEMONTID:0004320	Arginine and derivatives
CHEMONTID:0004321	Phenylalanine and derivatives
CHEMONTID:0004322	Proline and derivatives
CHEMONTID:0004323	Glutamic acid and derivatives
CHEMONTID:0004324	Daphniphylline-type alkaloids
CHEMONTID:0004325	Cyclohexenones
CHEMONTID:0004326	Yuzurimine-type alkaloids
CHEMONTID:0004327	Tetraalkylphosphonium compounds
CHEMONTID:0004328	Tetraalkylphosphonium halides
CHEMONTID:0004329	Leucine and derivatives
CHEMONTID:0004330	Isoleucine and derivatives
CHEMONTID:0004331	Imidazoquinolines
CHEMONTID:0004332	Imidazo[2,1-b]benzothiazoles
CHEMONTID:0004333	Quinolo[1,2-a]quinazolines
CHEMONTID:0004334	Pyrido[2,3-b]quinoxalines
CHEMONTID:0004335	Pyrido[2,3-g]quinoxalines
CHEMONTID:0004336	Nitrothiophenes
CHEMONTID:0004337	2-nitrothiophenes
CHEMONTID:0004338	3-nitrothiophenes
CHEMONTID:0004339	Nitrohalothiophenes
CHEMONTID:0004340	2-nitrohalothiophenes
CHEMONTID:0004341	3-nitrohalothiophenes
CHEMONTID:0004342	Phenyl-1,3-oxazoles
CHEMONTID:0004343	Aminocyclitols
CHEMONTID:0004344	Cyclitols
CHEMONTID:0004345	Indeno[1,2-c]pyrazoles
CHEMONTID:0004346	Dipyrido[1,4]diazepines
CHEMONTID:0004347	Tetraalkyltins
CHEMONTID:0004348	Tetraorganotin compounds
CHEMONTID:0004349	Acyclic pyrimidine nucleoside phosphonates
CHEMONTID:0004350	Deoxyribo- and ribonucleoside phosphonates
CHEMONTID:0004351	Oligonucleotides
CHEMONTID:0004352	(3'->5')-cyclic dinucleotide bis(carbamate) analogues
CHEMONTID:0004353	Imidazole[4,5-c]pyridine ribonucleosides and ribonucleotides
CHEMONTID:0004354	Phenyloxadiazoles
CHEMONTID:0004355	Benzenecarbothioic S-acids
CHEMONTID:0004356	Sulfono(thioperoxoic) SO-acids
CHEMONTID:0004357	Sulfonothioic O-acids
CHEMONTID:0004358	Sulfonothioic S-acids
CHEMONTID:0004359	Sulfonoperoxoic acids
CHEMONTID:0004360	Sulfonoselenoic Se-acids
CHEMONTID:0004361	Acylaminobenzoic acid and derivatives
CHEMONTID:0004362	Purine ribonucleoside phosphonates
CHEMONTID:0004363	Pyrimidine ribonucleoside phosphonates
CHEMONTID:0004364	Ribonucleoside phosphoramidites
CHEMONTID:0004365	Indolo[2,3-b]quinoxalines
CHEMONTID:0004366	2-Anilinoquinolines
CHEMONTID:0004367	3-Anilinoquinolines
CHEMONTID:0004368	4-Anilinoquinolines
CHEMONTID:0004369	Organic chromium salts
CHEMONTID:0004370	Pyrazolo[3,4-b]pyrazines
CHEMONTID:0004371	Pyrazolo[1,5-b]pyridazines
CHEMONTID:0004372	Pyrazolo[1,5-a][1,3,5]triazines
CHEMONTID:0004373	Pyrazolo[1,5-d][1,2,4]triazines
CHEMONTID:0004374	Substituted imidazole-4-acetic acid and analogues
CHEMONTID:0004375	Pyrazolo[4,3-e]pyrrolo[1,2-a]pyrazines
CHEMONTID:0004376	Imidazo[1,2-a]pyrazin-8-ones
CHEMONTID:0004377	Imidazo[1,2-a]pyrimidines
CHEMONTID:0004378	Imidazo[1,2-a][1,2,4]triazines
CHEMONTID:0004379	Imidazo[1,2-d][1,2,4]triazines
CHEMONTID:0004380	Imidazo[2,1-c][1,2,4]triazines
CHEMONTID:0004381	Imidazo[4,3-c][1,2,4]triazines
CHEMONTID:0004382	Pyrazolo[1',5':1,6]pyrimido[4,5-d]pyridazines
CHEMONTID:0004383	Pyrazolo[1',5':1,6]pyrimido[4,5-d]pyridazin-4-ones
CHEMONTID:0004384	2,4-Diaminoquinazolines
CHEMONTID:0004385	2,4-Diaminothieno[2,3-d]pyrimidines
CHEMONTID:0004386	5-Benzylpyrimidine-2,4-diamines
CHEMONTID:0004387	Pyrazolo[3,4-d]pyrimidines
CHEMONTID:0004388	Imidazo[1,5-a]pyrazines
CHEMONTID:0004389	2'-Aminoanilides
CHEMONTID:0004390	Pyrazolo[1,5-a]pyrimidines
CHEMONTID:0004391	4-Anilinoquinazolines
CHEMONTID:0004392	Pyrrolo[2,3-a]carbazoles
CHEMONTID:0004393	6-Amino-4-phenyltetrahydroquinolines
CHEMONTID:0004394	Phenylpiperazinyl-cyclohexylureas
CHEMONTID:0004395	Phenylpiperazinyl-cyclohexylsulfonamides
CHEMONTID:0004396	Imidazo[1,2-a]pyridines
CHEMONTID:0004397	5-piperazinylimidazo[1,2-a]pyridines
CHEMONTID:0004398	6-piperazinylimidazo[1,2-a]pyridines
CHEMONTID:0004399	7-piperazinylimidazo[1,2-a]pyridines
CHEMONTID:0004400	8-piperazinylimidazo[1,2-a]pyridines
CHEMONTID:0004401	1,3-thiazolo[5,4-d]pyrimidines
CHEMONTID:0004402	7-oxo-1,3-thiazolo[5,4-d]pyrimidines
CHEMONTID:0004403	Haloquinolines
CHEMONTID:0004404	Ribonucleoside 3'-phosphates
CHEMONTID:0004405	Pyridopyrazines
CHEMONTID:0004406	3-arylsulfonyl-pyrazolo[1,5-a]pyrimidines
CHEMONTID:0004407	Furopyridines
CHEMONTID:0004408	Furo[2,3-c]pyridines
CHEMONTID:0004409	Furo[3,2-c]pyridines
CHEMONTID:0004410	Cephalosporin 3'-carbamates
CHEMONTID:0004411	Cephalosporin 3'-esters
CHEMONTID:0004412	3'-quaternary ammonium cephalosporins
CHEMONTID:0004413	Anthranilamides
CHEMONTID:0004414	N-benzoylpyrazoles
CHEMONTID:0004415	Pyrrolo[2,3-d]pyrimidines
CHEMONTID:0004416	Furo[2,3-d]pyrimidines
CHEMONTID:0004417	Pyrido[2,3-d]pyrimidines
CHEMONTID:0004418	Pyrrolo[2,1-f][1,2,4]triazines
CHEMONTID:0004419	Pyrido[3,4-d]pyrimidines
CHEMONTID:0004420	2-amino-pyrido[2,3-d]pyrimidines
CHEMONTID:0004421	Isoindolo[2,1-a]quinoxalines
CHEMONTID:0004422	Benzo[c]quinolizin-3-ones
CHEMONTID:0004423	Benzo[f]quinolin-3-ones
CHEMONTID:0004424	Pyrrolo[3,2-c]quinolines
CHEMONTID:0004425	O-thiocarbamates
CHEMONTID:0004426	S-thiocarbamates
CHEMONTID:0004427	S-Alkyl-thiocarbamates
CHEMONTID:0004428	Thiocarbamate salts
CHEMONTID:0004429	Dithiocarbamate salts
CHEMONTID:0004430	Chloroformic acid esters
CHEMONTID:0004431	Alkylchloroformates
CHEMONTID:0004432	Inorganic silicides
CHEMONTID:0004433	Borate esters
CHEMONTID:0004434	Organic sulfonic acids and derivatives
CHEMONTID:0004435	Sulfonic acid esters
CHEMONTID:0004436	Metal alkyls
CHEMONTID:0004437	Organic sulfonic anhydrides
CHEMONTID:0004438	Organic sulfonic acids
CHEMONTID:0004439	Organic sulfonamides
CHEMONTID:0004440	Metal aryls
CHEMONTID:0004441	Metal allyls
CHEMONTID:0004442	Metal alkyl halides
CHEMONTID:0004443	Transition metal alkyls
CHEMONTID:0004444	Organochlorosilanes
CHEMONTID:0004445	Organoheterosilanes
CHEMONTID:0004446	Siloxanes
CHEMONTID:0004447	Carbonate salts
CHEMONTID:0004448	Alkali metal carbonate salts
CHEMONTID:0004449	Metal carbonate salts
CHEMONTID:0004450	Acrylic acids and derivatives
CHEMONTID:0004451	Acrylic acids
CHEMONTID:0004452	Acrylic acid esters
CHEMONTID:0004453	Alpha-aminonitriles
CHEMONTID:0004454	Alpha-hydroxynitriles
CHEMONTID:0004455	Organic sulfite salts
CHEMONTID:0004456	Organic sulfites
CHEMONTID:0004457	Organic thiosulfate salts
CHEMONTID:0004458	Organic bromate salts
CHEMONTID:0004459	Organic selenite salts
CHEMONTID:0004460	Organic iodate salts
CHEMONTID:0004461	Triazolines
CHEMONTID:0004462	Organic chlorite salts
CHEMONTID:0004463	Organic phosphite salts
CHEMONTID:0004464	Inorganic azides
CHEMONTID:0004465	Alkyl azides
CHEMONTID:0004466	Aryl azides
CHEMONTID:0004467	Organoazides
CHEMONTID:0004468	Salt-like carbides
CHEMONTID:0004469	Carbides
CHEMONTID:0004470	Inorganic nitrides
CHEMONTID:0004471	Inorganic nitrites
CHEMONTID:0004472	Ketals
CHEMONTID:0004473	Alkenyl azides
CHEMONTID:0004474	Saturated hydrocarbons
CHEMONTID:0004475	Unsaturated hydrocarbons
CHEMONTID:0004476	Unsaturated aliphatic hydrocarbons
CHEMONTID:0004477	Aromatic hydrocarbons
CHEMONTID:0004478	Acetylides
CHEMONTID:0004479	Trialkylheterosilanes
CHEMONTID:0004480	Trialkylchlorosilanes
CHEMONTID:0004481	Trimethylsilyl esters
CHEMONTID:0004482	Dialkyl alkylphosphonates
CHEMONTID:0004483	Alkylphosphonofluoridic acids and esters
CHEMONTID:0004484	Trialkylphosphites
CHEMONTID:0004485	Cyclohexyl halides
CHEMONTID:0004486	O-alkylpyrimidines
CHEMONTID:0004487	Inorganic lithium salts
CHEMONTID:0004488	Organic lithium salts
CHEMONTID:0004489	Organic beryllium salts
CHEMONTID:0004490	Inorganic beryllium salts
CHEMONTID:0004491	Organic metal halides
CHEMONTID:0004492	Organonickel compounds
CHEMONTID:0004493	Organic calcium salts
CHEMONTID:0004494	Inorganic calcium salts
CHEMONTID:0004495	14-hydroxysteroids
CHEMONTID:0004496	3',5'-cyclic purine nucleoside phosphorothioates
CHEMONTID:0004497	3',5'-cyclic pyrimidine nucleoside phosphorothioates
CHEMONTID:0004498	2',3'-dideoxy-3'-thionucleosides
CHEMONTID:0004499	2',3'-dideoxy-3'-thionucleoside triphosphates
CHEMONTID:0004500	2',3'-dideoxy-3'-thionucleoside diphosphates
CHEMONTID:0004501	2',3'-dideoxy-3'-thionucleoside monophosphates
CHEMONTID:0004502	5'-deoxyribonucleosides
CHEMONTID:0004503	5'-deoxy-5'-thionucleosides
CHEMONTID:0004504	Organic cyanides
CHEMONTID:0004505	Dinitrophenols
CHEMONTID:0004506	N-acetylarylamines
CHEMONTID:0004507	Phosphiranes
CHEMONTID:0004508	Chloroethylnitrosoureas
CHEMONTID:0004509	1,2,3-thiadiazolopyridines
CHEMONTID:0004510	7-alkoxylcoumarins
CHEMONTID:0004511	Alkylhydrazines
CHEMONTID:0004512	1,2-diacyl-1-alkylhydrazines
CHEMONTID:0004513	N-benzoyl-N'-phenylureas
CHEMONTID:0004514	N-sulfenyl-N'-sulfonyl-ureas
CHEMONTID:0004515	Sulfonyl isocyanates
CHEMONTID:0004516	Sulfonyl isothiocyanates
CHEMONTID:0004517	P-toluenesulfonamides
CHEMONTID:0004518	N,N-disubstituted p-toluenesulfonamides
CHEMONTID:0004519	Polybrominated dibenzofurans
CHEMONTID:0004520	Brominated dibenzofurans
CHEMONTID:0004521	Chlorofluorocarbons
CHEMONTID:0004522	Hydrofluorocarbons
CHEMONTID:0004523	Aziridinylquinones
CHEMONTID:0004524	Triphenyl compounds
CHEMONTID:0004525	Chlorophenoxyacetates
CHEMONTID:0004526	Chloroanilines
CHEMONTID:0004527	Chloroacetamides
CHEMONTID:0004528	Halotoluenes
CHEMONTID:0004529	3-methylindoles
CHEMONTID:0004530	Formamides
CHEMONTID:0004531	2-halopyrimidines
CHEMONTID:0004532	2-halopyridines
CHEMONTID:0004533	1,2,3,6-Tetrahydropyridines
CHEMONTID:0004534	Arylbiguanides
CHEMONTID:0004535	1,5-diarylbiguanides
CHEMONTID:0004536	1-arylbiguanides
CHEMONTID:0004537	4-aminoquinolines
CHEMONTID:0004538	4-quinolinemethanols
CHEMONTID:0004539	Organothalium compounds
CHEMONTID:0004540	Inorganic thalium compounds
CHEMONTID:0004541	Halonitrobenzenes
CHEMONTID:0004542	Thiopurine S-methylethers
CHEMONTID:0004543	N-methylpyridinium compounds
CHEMONTID:0004544	Aryl dialkyl phosphates
CHEMONTID:0004545	Arylhydroxamates
CHEMONTID:0004546	S-(2-hydroxyacyl)glutathiones
CHEMONTID:0004547	5'-acylphosphoadenosines
CHEMONTID:0004548	Benzyl isothiocyanates
CHEMONTID:0004549	Benzyl thiocyanates
CHEMONTID:0004550	13,28-epoxyoleananes
CHEMONTID:0004551	Trifluoromethylbenzenes
CHEMONTID:0004552	Indazole-3-carboxamides
CHEMONTID:0004553	Cumulenes
CHEMONTID:0004554	Nitrimines
CHEMONTID:0004555	L-cysteine-S-conjugates
CHEMONTID:0004556	S-sulfo-L-cysteines
CHEMONTID:0004557	Organopnictogen compounds
CHEMONTID:0004558	Inorganic pnictogen compounds
CHEMONTID:0004559	Avenanthramides
CHEMONTID:0004560	Cyanate esters
CHEMONTID:0004561	N-cinnamoylanthranilic acids
CHEMONTID:0004562	Metal cyanates
CHEMONTID:0004563	Inorganic 3-nitrosotriazenes
CHEMONTID:0004564	Ethoxyethynyl alcohols
CHEMONTID:0004565	Haloacetylenes and derivatives
CHEMONTID:0004566	Metal acetylides
CHEMONTID:0004567	Acetylenic peroxides
CHEMONTID:0004568	Alkylaluminium and derivatives
CHEMONTID:0004569	Alkylaluminium halides
CHEMONTID:0004570	Alkylboranes
CHEMONTID:0004571	Alkylhaloboranes
CHEMONTID:0004572	Alkylhalophosphines
CHEMONTID:0004573	Monoalkylboranes
CHEMONTID:0004574	Dialkylboranes
CHEMONTID:0004575	Trialkylboranes
CHEMONTID:0004576	Acylsalicylic acids and derivatives
CHEMONTID:0004577	Acylsalicylic acids
CHEMONTID:0004578	Acylsalicylamides
CHEMONTID:0004579	Diacyl peroxides
CHEMONTID:0004580	3-beta-hydroxysteroid-4-alpha-carboxylates
CHEMONTID:0004581	Trifluoromethanesulfonates
CHEMONTID:0004582	Alkyl hydroperoxides
CHEMONTID:0004583	Trialkylantimony halides
CHEMONTID:0004584	Allyl trifluoromethanesulfonates
CHEMONTID:0004585	Allylic hydroperoxides
CHEMONTID:0004586	Diazoethers
CHEMONTID:0004587	Arenediazoates
CHEMONTID:0004588	Bis-arenediazo oxides
CHEMONTID:0004589	Bis-arenediazo sulfides
CHEMONTID:0004590	Arenediazo aryl sulfides
CHEMONTID:0004591	Trialkylaluminiums
CHEMONTID:0004592	Organozinc compounds
CHEMONTID:0004593	Dialkylzincs
CHEMONTID:0004594	Organomagnesium halides
CHEMONTID:0004595	Alkylmagnesium halides
CHEMONTID:0004596	Arylmagnesium halides
CHEMONTID:0004597	Dialkylmagnesiums
CHEMONTID:0004598	Alkyl trialkyllead peroxides
CHEMONTID:0004599	3-cyanotriazenes
CHEMONTID:0004600	Aromatic 3-cyanotriazenes
CHEMONTID:0004601	Dialkyl hyponitrites
CHEMONTID:0004602	Diazonium perchlorates
CHEMONTID:0004603	Organic oxygen compounds
CHEMONTID:0004604	Diazonium sulfates
CHEMONTID:0004605	Diazonium tetrahaloborates
CHEMONTID:0004606	Difluoroamino compounds
CHEMONTID:0004607	Fluorodinitromethyl compounds
CHEMONTID:0004608	1,1-dinitrodifluoramines
CHEMONTID:0004609	Tris(ketoximino)silanes
CHEMONTID:0004610	Metal p-nitrophenoxides
CHEMONTID:0004611	Metal thiocyanates
CHEMONTID:0004612	Nitroaromatic compounds
CHEMONTID:0004613	Nitrobenzaldehydes
CHEMONTID:0004614	Organometallic peroxides
CHEMONTID:0004615	Phenylboronic acids
CHEMONTID:0004616	Aryl phosphates
CHEMONTID:0004617	Aryl phosphomonoesters
CHEMONTID:0004618	Aryl phosphodiesters
CHEMONTID:0004619	Aryl phosphotriesters
CHEMONTID:0004620	Branched alkanes
CHEMONTID:0004621	Branched cycloalkanes
CHEMONTID:0004622	Branched unsaturated hydrocarbons
CHEMONTID:0004623	Aryl thiophosphates
CHEMONTID:0004624	Pyridine-2-carboxylic acids
CHEMONTID:0004625	Pyridine-3-carboxylic acids
CHEMONTID:0004626	5-alkoxy-2-carboxypyrimidines
CHEMONTID:0004627	5-alkyl-2-carboxypyrimidines
CHEMONTID:0004628	4-alkoxyphenols
CHEMONTID:0004629	Benzyl sulfoxides
CHEMONTID:0004630	Benzyl alkyl sulfoxides
CHEMONTID:0004631	Aryl thioethers
CHEMONTID:0004632	Phenyl sulfoxides
CHEMONTID:0004633	1,2-allenyl phenyl sulfoxides
CHEMONTID:0004634	Phenyl sulfides
CHEMONTID:0004635	Dibenzothiophene-5-oxides
CHEMONTID:0004636	Dibenzothiophene-5,5-dioxides
CHEMONTID:0004637	Alkyl-2-thio-S-triazines
CHEMONTID:0004638	Alkoxy-S-triazines
CHEMONTID:0004639	Halo-S-triazines
CHEMONTID:0004640	Phenyl methylcarbamates
CHEMONTID:0004641	Alkylarsine oxides
CHEMONTID:0004642	Trialkylarsine oxides
CHEMONTID:0004643	Phenylacetic acid esters
CHEMONTID:0004644	2(hydroxyphenyl)acetic acids
CHEMONTID:0004645	3(hydroxyphenyl)acetic acids
CHEMONTID:0004646	1-hydroxy-2-unsubstituted benzenoids
CHEMONTID:0004647	1-hydroxy-4-unsubstituted benzenoids
CHEMONTID:0004648	1-hydroxylamino, 2-unsubstituted benzenoids
CHEMONTID:0004649	1-hydroxylamino, 4-unsubstituted benzenoids
CHEMONTID:0004650	N-phenylhydroxylamines
CHEMONTID:0004651	O-phenylhydroxylamines
CHEMONTID:0004652	N-alkyl-O-phenylhydroxylamines
CHEMONTID:0004653	N-aryl-N-phenylhydroxylamines
CHEMONTID:0004654	o-Aminophenols
CHEMONTID:0004655	m-Aminophenols
CHEMONTID:0004656	p-Aminophenols
CHEMONTID:0004657	5-unsubstituted pyrrogallols
CHEMONTID:0004658	Isoindole organothiophosphates
CHEMONTID:0004659	Benzo-1,2,3-triazines
CHEMONTID:0004660	Benzotriazine organothiophosphates
CHEMONTID:0004661	Phosphorodithioic acid O-monoesters
CHEMONTID:0004662	Phosphorodithioic acid O,O-diesters
CHEMONTID:0004663	Phosphoramidothioic acid S-esters
CHEMONTID:0004664	Phosphoramidothioic acid O-esters
CHEMONTID:0004665	Phosphoramidothioic-acid-O,S-diesters
CHEMONTID:0004666	N-acylphosphoramidothioic acid and derivatives
CHEMONTID:0004667	Nitroguanidines
CHEMONTID:0004668	1,3,4-thiadiazol-2-ylureas
CHEMONTID:0004669	Pyrimidinyloxybenzylamines
CHEMONTID:0004670	Aminophenyl ethers
CHEMONTID:0004671	Nitrophenyl ethers
CHEMONTID:0004672	Benzofuranyl 5-alkylsulfonates
CHEMONTID:0004673	Benzoylcyclohexane-1,3-diones
CHEMONTID:0004674	Aryloxyphenoxypropionic acids
CHEMONTID:0004675	Aryloxyphenoxypropionic acid esters
CHEMONTID:0004676	2-phenoxypropionic acids
CHEMONTID:0004677	2-phenoxypropionic acid esters
CHEMONTID:0004678	Alkyloxyphenoxypropionic acids
CHEMONTID:0004679	Alkyloxyphenoxypropionic acid esters
